noticeIdentifier,noticeVersion,lotIdentifier,minimumCandidates,maximumCandidatesIndicator,maximumCandidatesNumber,successiveReduction,noNegotiationNecessary
01a0a39a-b1ce-41e2-a40e-d2a19840eef3,01,LOT-0001,,,,,
