noticeIdentifier,noticeVersion,lotIdentifier,tenderValidityDeadline,tenderValidityDeadlineUnit,guaranteeRequired,publicOpeningDate
01a0a39a-b1ce-41e2-a40e-d2a19840eef3,01,LOT-0001,31.0,DAY,,2026-10-20T10:00:00+02:00
