noticeIdentifier,noticeVersion,crossBorderLaw,procedureType,procedureFeatures,procedureAccelerated,lotsMaxAllowed,lotsAllRequired,lotsMaxAwarded
01a0a39a-b1ce-41e2-a40e-d2a19840eef3,01,keine,open,,false,,,
