noticeIdentifier,noticeVersion,lotIdentifier,strategicProcurement,greenProcurementCriteria,greenProcurement,socialProcurement,innovativeProcurement,accessibility,cleanVehiclesDirective,cvdContractType
01a0a39a-b1ce-41e2-a40e-d2a19840eef3,01,LOT-0001,none,,,,,,false,
