noticeIdentifier,noticeVersion,procedureIdentifier,procedureLegalBasis,formType,noticeType,publicationDate
01a0a39a-b1ce-41e2-a40e-d2a19840eef3,01,01a0a398-4eb3-49b9-97d0-539cef6a757c,32014L0024,competition,cn-standard,2026-09-16T02:06:48Z
