noticeIdentifier,noticeVersion,lotIdentifier,durationStartDate,durationPeriod,durationPeriodUnit,durationEndDate,durationOther,renewalMaximum
01a0a39a-b1ce-41e2-a40e-d2a19840eef3,01,LOT-0001,2026-11-23T00:00:00+01:00,,,2027-10-29T23:59:59+02:00,,
