noticeIdentifier,noticeVersion,lotIdentifier,internalIdentifier,mainNature,additionalNature,title,estimatedValue,estimatedValueCurrency,description
25758778,3,,,,,A391 FBE AK BS-Nord - AS Wenden,,,"A391 FBE AK BS-Nord - AS Wenden, A391 FBE AK BS-Nord - AS Wenden

Bauleistung"
25758778,3,LOT-0000,,,,A391 FBE AK BS-Nord - AS Wenden,,,"A391 FBE AK BS-Nord - AS Wenden, A391 FBE AK BS-Nord - AS Wenden

Bauleistung"
