noticeIdentifier,noticeVersion,lotIdentifier,durationStartDate,durationPeriod,durationPeriodUnit,durationEndDate,durationOther,renewalMaximum
0154f570-03d0-4766-90ab-501c3e9c9727,01,LOT-0001,2027-05-03T00:00:00+02:00,,,2029-06-30T23:59:59+02:00,,0
