noticeIdentifier,noticeVersion,lotIdentifier,internalIdentifier,mainNature,additionalNature,title,estimatedValue,estimatedValueCurrency,description
0154f570-03d0-4766-90ab-501c3e9c9727,01,,2026-1005079,works,,2026-1005079_Flughafen München_Generalübernehmer Gepäcksortierhalle Terminal 1 auf Pos. 113,,,"Im Rahmen des Programms T/EINS wird das Terminal 1 des Flughafens München schrittweise modernisiert, um einen sicheren und leistungsfähigen Betrieb bis mindestens 2050 sicherzustellen. Da die bestehende Gepäckförderanlage während der Sanierungsmaßnahmen nur eingeschränkt verfügbar sein wird, ist zur Aufrechterhaltung des Gepäckbetriebs eine zusätzliche Gepäckinfrastruktur erforderlich. Zu diesem Zweck wird auf der Vorfeldposition 113 eine neue Gepäcksortierhalle (GSH-113) errichtet. Die Halle ergänzt die bestehende Gepäcklogistik des Terminal 1 und wird direkt an die bestehende Gepäckförderanlage angebunden. Sie übernimmt zentrale Funktionen der Gepäckabfertigung wie Sortierung, Sicherheitskontrollen, manuelle Nachbearbeitung, Zollkontrollen sowie die Wiedereinschleusung von Gepäck in den laufenden Förderprozess. Gebäudekonzept Die Gepäcksortierhalle wird als eingeschossiger Betriebsbau mit zusätzlicher Stahlzwischenebene für Fördertechnik und technische Anlagen ausgeführt. Das Gebäude verfügt über eine funktionale Gebäudehülle mit Sandwichfassade und Flachdach. Der gesamte Bruttoflächenbedarf einschließlich Technik- und Nebenflächen inkl. Gitterrostebene beträgt rund 6.000 m². Die Gebäudehöhe liegt bei etwa 9 m und kann durch technische Aufbauten lokal bis zu 12 m erreichen.  Betrieb und Kapazität: Die Anlage ist für eine Sortierleistung von bis zu 2.500 Gepäckstücken pro Stunde ausgelegt und schafft die notwendige Kapazität zur Sicherstellung des Gepäckbetriebs während der Generalsanierung von Terminal 1. Neben Sortier- und Kontrollbereichen sind Flächen für Betrieb, Personal, Lagerung und Technik vorgesehen.  Projektorganisation und Vergabe: Für die Umsetzung der Gesamtmaßnahme ist eine Aufteilung in mehrere Vergabeeinheiten vorgesehen. Geplant ist die Beauftragung eines Generalübernehmers für die Planung & Errichtung der Gepäcksortierhalle inkl. Gitterrosteben, eines Generalunternehmers für die Lieferung und Errichtung der Gepäckförderanlage sowie eines gesonderten Auftragnehmers für die Anbindung der Halle an den Bestand (Brückenbauwerk). Dadurch sollen die jeweiligen Fachgewerke effizient umgesetzt und die Schnittstellen zwischen Bauwerk und Gepäckfördertechnik gezielt gesteuert werden.  Standort und Rahmenbedingungen Die Gepäcksortierhalle wird auf einer freien Vorfeldfläche im sicherheitskritischen Bereich des Flughafens München errichtet. Im Baufeld befinden sich bestehende Infrastrukturtrassen, darunter Flugbetriebsstoffleitungen, Entwässerungsanlagen sowie Strom- und IT-Leitungen. Zudem besteht eine unmittelbare räumliche Nähe zu den bestehenden Gebäuden des Terminal 1 und der Halle C-West.  Schnittstellen Das Projekt weist technische und betriebliche Schnittstellen zu den bestehenden Gebäuden, den Ver- und Entsorgungsanlagen sowie zur Generalsanierung des Terminal 1 auf. Darüber hinaus ist südöstlich der Gepäcksortierhalle ein Ladepunkt für Vorfeldgeräte vorgesehen. Synergien bei der elektrischen Versorgung werden im Rahmen der Planung geprüft.  Energieversorgung und Nachhaltigkeit Die Halle wird als vollwertiger Betriebsbau mit eigenständiger technischer Versorgung ausgeführt. Die gesetzlichen Anforderungen an die Energieeffizienz werden erfüllt. Eine Nutzung ist mindestens bis zum Abschluss der Sanierung des Terminal 1 vorgesehen (mind. 12 Jahre); darüber hinausgehende Nutzungszeiten werden im weiteren Projektverlauf geprüft   Besondere Rahmenbedingungen Der Neubau erfolgt im sicherheitskritischen Vorfeldbereich des Flughafens München bei laufendem Flugbetrieb. Die Planung und Ausführung müssen die Anforderungen des Flughafenbetriebs, der Luftsicherheit sowie die Aufrechterhaltung der angrenzenden Betriebsabläufe berücksichtigen. Bau- und Logistikprozesse unterliegen besonderen Sicherheits-, Zugangs- und Genehmigungsanforderungen. Bestehende Versorgungsleitungen im Baufeld sind während der Bauausführung zu berücksichtigen und in den Betriebskonzepten entsprechend einzubinden.  Termine Für die Planung und Realisierung der Maßnahme werden folgende projektrelevante Meilensteine vorgegeben:-Durchführung der Planungsleistungen der Leistungsphasen 3 bis 5: voraussichtlich Q2/2027 bis Q4/2027 -Baubeginn: voraussichtlich Q1/2028 -Baufertigstellung einschließlich vollständiger Inbetriebnahme der technischen Gebäudeausrüstung: spätestens Q2/2029 Die vorgenannten Termine stellen die derzeitige Projektzielplanung des Auftraggebers dar und sind vom Auftragnehmer bei seiner Termin- und Ressourcenplanung zu berücksichtigen. Der Auftragnehmer hat seine Planungs-, Genehmigungs-, Beschaffungs- und Ausführungsprozesse so zu organisieren, dass die Einhaltung der vorgegebenen Meilensteine sichergestellt wird. Hierzu ist ein durchgängiges Terminmanagement einschließlich regelmäßiger Fortschrittskontrolle und Berichterstattung vorzusehen.  Gesamtziel Mit der GSH-113 entsteht eine leistungsfähige und betrieblich integrierte Erweiterung der Gepäcklogistik des Terminal 1. Sie gewährleistet die Aufrechterhaltung der Gepäckabfertigung während der umfangreichen Modernisierungsmaßnahmen und unterstützt einen sicheren und wirtschaftlichen Flughafenbetrieb."
0154f570-03d0-4766-90ab-501c3e9c9727,01,LOT-0001,2026-1005079,works,,2026-1005079_Flughafen München_Generalübernehmer Gepäcksortierhalle Terminal 1 auf Pos. 113,,,"Die Gesamtmaßnahme wird in mehrere Vergabeeinheiten aufgeteilt. Neben der hier gegenständlichen Leistungsbeschreibung für den Generalübernehmer für die Gepäcksortierhalle inkl. Gitterrostebene werden ein separater Auftragnehmer für die Anbindung der Halle an das Terminal 1 (Brücke) sowie ein weiterer Generalübernehmer für die Gepäckförderanlage (GFA) beauftragt.  Der GÜ der Halle hat sämtliche planerischen, technischen, terminlichen und organisatorischen Schnittstellen zu diesen Vergabeeinheiten zu koordinieren und die für deren Leistungen erforderlichen baulichen Voraussetzungen sicherzustellen. Die Planung und Ausführung sind so zu organisieren, dass die Betriebsabläufe des Flughafens München während der Bauzeit weitestgehend aufrechterhalten werden können. Der Auftragnehmer hat sämtliche Planungs-, Bau- und Logistikprozesse auf die Anforderungen des laufenden Flughafenbetriebs auszurichten. Die Baumaßnahme wird im sicherheitskritischen Vorfeldbereich (Critical Part) des Flughafens München unter laufendem Flugbetrieb realisiert. Besondere Anforderungen ergeben sich aus den luftseitigen Sicherheitsvorschriften, den eingeschränkten Zugangs- und Transportmöglichkeiten, den angrenzenden Betriebsflächen sowie den im Baufeld vorhandenen Medien- und Flugbetriebsstoffleitungen. Sämtliche Leistungen sind unter Einhaltung der geltenden gesetzlichen, behördlichen und betrieblichen Vorgaben zu erbringen. Gegenstand der Ausschreibung ist die schlüsselfertige Planung, das Baumanagement sowie die Errichtung der neuen Gepäcksortierhalle GSH-113 am Flughafen München. Die Vergabe erfolgt auf Grundlage einer funktionalen Leistungsbeschreibung, um den Bietern größtmögliche Freiheitsgrade bei der Entwicklung wirtschaftlicher und technisch optimierter Lösungen einzuräumen. Die Leistungsphasen 1 und 2 gem. HOAI werden derzeit durch den Auftraggeber bzw. dessen Planer erstellt und den Bietern im weiteren Verfahren als Planungsgrundlage zur Verfügung gestellt. Der Leistungsumfang des GÜ umfasst die darauf aufbauende Planung ab Leistungsphase 3 einschl- aller erforderlichen Genehmigungs-, Ausführungs-, Koordinations- und Dokumentationsleistungen bis zur schlüsselfertigen Übergabe des Bauwerks. Konkret werden die folgenden Leistungsphasen durch den GÜ erbracht: -Leistungsphase 3 - Entwurfsplanung inkl. entsprechender Integration der GFA-Planung -Leistungsphase 4 - Erstellung Genehmigungsplanung inkl. Abstimmung mit der Behörde -Leistungsphase 5 - Ausführungsplanung inkl. Werkplanung -Leistungsphase 8 - sowohl die Ausführung, als auch die Bauleitung inkl. Kosten- & Terminplanung Hierzu gehören insbesondere die Objektplanung, Tragwerksplanung, Bauphysik, Brandschutzplanung sowie die Planung der technischen Gebäudeausrüstung einschl. aller erforderlichen Nachweise und Abstimmungen mit Behörden, Sachverständigen und Flughafenstellen. Darüber hinaus umfasst die Leistung das vollständige Projekt- und Baumanagement einschließlich Termin-, Kosten-, Qualitäts-, Nachunternehmer- und Schnittstellenmanagement. Seitens des Auftraggebers wird für die Begleitung des Projekts eine Projektsteuerung eingesetzt. Der Auftragnehmer hat die Projektsteuerung in sämtliche projektbezogenen Abstimmungs-, Berichts- und Entscheidungsprozesse einzubinden. Für die Wartung und Instandhaltung werden im Rahmen des Verhandlungsverfahrens Angebote seitens des AN erwartet. SiGeKo-Leistungen sind nicht Bestandteil der Ausschreibung und werden somit durch einen Dritten erbracht. Die Gepäcksortierhalle ist auf Basis der funktionalen, betrieblichen und technischen Anforderungen des Auftraggebers zu planen und zu errichten. Die Wahl der konstruktiven Systeme, Materialien, Bauweisen und technischen Lösungen obliegt grundsätzlich dem Auftragnehmer. Dies gilt insbesondere für Gründung, Tragwerk, Gebäudehülle, Ausbau sowie die technischen Anlagen. Die Halle ist als dauerhaftes Bauwerk in einer dauerhaften Bauweise zu errichten. Zulässig sind dementsprechend insbesondere Stahl- und/oder Massivbaukonstruktionen. Konstruktionen mit überwiegend temporärem Charakter, wie beispielsweise Zelt- oder Leichtbauhallen, erfüllen die Anforderungen an die Dauerhaftigkeit und Gebrauchstauglichkeit nicht und sind daher ausgeschlossen. Sämtliche Lösungen müssen die gesetzlichen, behördlichen, luftverkehrsrechtlichen, betrieblichen und sicherheitstechnischen Anforderungen erfüllen und die vorgegebenen Leistungs- und Qualitätsziele nachweislich erreichen. Die Halle ist als Betriebsgebäude mit einem weitgespannten Tragwerk (derzeit ca. 18m, Details siehe Anlagen zu Achsraster) für die Aufnahme einer Gepäckförderanlage auszulegen. Das Tragwerks-, Gründungs- und Aussteifungskonzept ist unter Berücksichtigung der funktionalen Anforderungen, der Lasten aus den nachgelagerten Einbauten sowie der besonderen Randbedingungen des Baufeldes durch den Auftragnehmer auf Basis der mit dem GÜ der Gepäckförderanlage bereits vorabgestimmten Stützenraster eigenverantwortlich zu entwickeln. Die Flexibilität des Haupttragwerks ist daher nur soweit gegeben, dass die GFA im gewünschten Umfang und Leistung untergebracht werden kann. Zum Leistungsumfang des AN gehören die Baustelleneinrichtung, die Baufeldvorbereitung, sämtliche Erd-, Gründungs-, Rohbau-, Stahlbau-, Dach-, Fassaden- und Ausbauarbeiten sowie die vollständige technische Gebäudeausrüstung. Diese umfasst unter anderem die Sanitär-, Heizungs-, Kälte-, Lüftungs-, Elektro-, Fernmelde-, Informations-, Sicherheits-, Sprinkler, Rauch- und Wärmeabzugsanlagen und Gebäudeautomationsanlagen. Unterkonstruktionen sowie baukonstruktive Einbauten für die Gepäckförderanlage sind im Leistungsumfang des GÜ, ebenso wie die Planung und Herstellung der Gitterrostebene. Kenndaten des Bauwerks: - Grundfläche Ebene E03 ca. 3.300 m² - Gesamtfläche inkl. Zwischenebene ca. 6.000 m² - Gebäudehöhe ca. 9 m, stellenweise bis ca. 12 m - Weitgespanntes Tragwerk mit Sandwichfassade und Flachdach - Errichtung im sicherheitskritischen Vorfeldbereich d. Flughafen München"
