noticeIdentifier,noticeVersion,procedureIdentifier,procedureLegalBasis,formType,noticeType,publicationDate
0154f570-03d0-4766-90ab-501c3e9c9727,01,ca4f5f4b-76f8-47a2-aa18-5fa2f34d81c6,32014L0025,competition,cn-standard,2026-09-16T02:06:08Z
