noticeIdentifier,noticeVersion,crossBorderLaw,procedureType,procedureFeatures,procedureAccelerated,lotsMaxAllowed,lotsAllRequired,lotsMaxAwarded
0154f570-03d0-4766-90ab-501c3e9c9727,01,,neg-w-call,"Der Auftraggeber hat für die Einreichung der Teilnahmeanträge einen Bewerbungsbogen erstellt. Der Bewerbungsbogen ist über die Vergabeplattform des AG nach Registrierung herunterzuladen. Die Teilnahmeanträge sind in allen Bestandteilen in deutscher Sprache in Textform über die Vergabeplattform des Auftraggebers einzureichen, bei fremdsprachigen Dokumenten mit deutscher Übersetzung. Der Auftraggeber wird die frist- und formgerecht eingegangenen Teilnahmeanträge zunächst auf Vollständigkeit prüfen. Der Auftraggeber behält sich nach § 51 Abs. 2 SektVO unter Einhaltung der Grundsätze der Transparenz und der Gleichbehandlung vor, die Bewerber aufzufordern, fehlende, unvollständige oder fehlerhafte unternehmensbezogene Unterlagen oder sonstige Nachweise nachzureichen, zu vervollständigen oder zu korrigieren. Der Auftraggeber wird anschließend die vollständigen und fristgerecht eingegangenen Teilnahmeanträge inhaltlich prüfen. Unbeschadet etwaiger Mindestanforderungen wird der Auftraggeber inhaltlich prüfen, ob die grundsätzliche Eignung des Bewerbers nach den benannten Eignungsunterlagen vorliegt. Kann im Ergebnis die grundsätzliche Eignung nicht bejaht werden, wird der Teilnahmeantrag nicht berücksichtigt. Die Eignungsprüfung bezieht sich auch auf die Einhaltung etwaiger Mindestanforderungen an die Eignung.  Der Auftraggeber behält sich vor, die veröffentlichten informatorischen Vergabeunterlagen anzupassen und den ausgewählten Bewerbern eine überarbeitete Fassung der Vergabeunterlagen, insbesondere der Leistungsbeschreibung zur Verfügung zu stellen. Der Auftraggeber behält sich nach § 15 Abs. 4 SektVO vor, den Auftrag auf der Grundlage der Erstangebote zu vergeben, ohne in Verhandlungen einzutreten.",false,,,
