noticeIdentifier,noticeVersion,lotIdentifier,strategicProcurement,greenProcurementCriteria,greenProcurement,socialProcurement,innovativeProcurement,accessibility,cleanVehiclesDirective,cvdContractType
0154f570-03d0-4766-90ab-501c3e9c9727,01,LOT-0001,none,,,,,,false,
