noticeIdentifier,noticeVersion,lotIdentifier,minimumCandidates,maximumCandidatesIndicator,maximumCandidatesNumber,successiveReduction,noNegotiationNecessary
0154f570-03d0-4766-90ab-501c3e9c9727,01,LOT-0001,,true,5,true,
