noticeIdentifier,noticeVersion,lotIdentifier,durationStartDate,durationPeriod,durationPeriodUnit,durationEndDate,durationOther,renewalMaximum
01a0a444-1c07-471e-b755-941f4becd2ee,01,LOT-0001,,29.0,MONTH,,,0
