noticeIdentifier,noticeVersion,procedureIdentifier,procedureLegalBasis,formType,noticeType,publicationDate
01a0a444-1c07-471e-b755-941f4becd2ee,01,019ff4a0-b177-4cf0-a0fe-3e22056c76fd,32014L0025,competition,cn-standard,2026-09-16T02:10:14Z
