noticeIdentifier,noticeVersion,crossBorderLaw,procedureType,procedureFeatures,procedureAccelerated,lotsMaxAllowed,lotsAllRequired,lotsMaxAwarded
01a0a444-1c07-471e-b755-941f4becd2ee,01,Es liegt kein grenzüberschreitender Auftragsbezug im Sinne von Applicable CrossBorderLaw vor. Der Auftrag wird ausschließlich nach deutschem Recht vergeben.,open,,false,,,
