noticeIdentifier,noticeVersion,crossBorderLaw,procedureType,procedureFeatures,procedureAccelerated,lotsMaxAllowed,lotsAllRequired,lotsMaxAwarded
03ddf5d7-0650-411f-a1ac-d0fca9374811,01,,neg-w-call,,false,,,
