noticeIdentifier,noticeVersion,lotIdentifier,minimumCandidates,maximumCandidatesIndicator,maximumCandidatesNumber,successiveReduction,noNegotiationNecessary
03ddf5d7-0650-411f-a1ac-d0fca9374811,01,LOT-0001,3,false,,false,false
