noticeIdentifier,noticeVersion,lotIdentifier,internalIdentifier,mainNature,additionalNature,title,estimatedValue,estimatedValueCurrency,description
03ddf5d7-0650-411f-a1ac-d0fca9374811,01,,20260817 IPM - GA - GU: Gesundheitsamt Düsseldorf TNW,works,,Planungs- und Bauleistungen für das Gesundheitsamt mit Fahrradgarage in Düsseldorf (Hochbau),,,"Die Immobilien Projektmanagement Düsseldorf GmbH ist eine 100 %-ige Tochtergesellschaft der Landeshauptstadt Düsseldorf (LHD). Die IPM führt im Auftrag der LHD verschiedene Bauaufträge aus. Sie beabsichtigt, im Auftrag der LHD in Düsseldorf-Stadtmitte zwischen Konrad-Adenauer-Platz, Harkortstraße und Graf-Adolf-Straße einen Neubau für das Gesundheitsamt in Düsseldorf errichten zu lassen.  Gegenstand des Gesamtvorhabens ist der Neubau eines modernen, publikumsorientierten und zugleich intern leistungsfähigen Gesundheitsamtes bzw. Zentrums für öffentliche Gesundheit. Das Gebäude soll unterschiedliche Nutzungen des öffentlichen Gesundheitsdienstes aufnehmen und eine zeitgemäße, barrierefreie, nachhaltige und funktional flexible Arbeits- und Serviceumgebung schaffen. Ergänzend wird eine Fahrradgarage mit eigenständiger Nutzungs- und Betriebslogik in das Gebäude integriert. Die Fahrradgarage soll insbesondere der Verbesserung der Radverkehrsinfrastruktur im Bahnhofsumfeld dienen und eine leistungsfähige, gut erreichbare und nutzerfreundliche Abstellmöglichkeit für ca. 1.900 Fahrräder schaffen.   Der Rückbau des bestehenden Hansahauses ist eine wesentliche Voraussetzung für die Realisierung des Neubaus, wird jedoch als vorgelagerte Maßnahme separat ausgeführt und ist nicht Gegenstand dieses Vergabeverfahrens.  Der Auftraggeber erwägt, das Projekt im Rahmen einer Partnerschaftlichen Projektabwicklung (Partnering-Verfahren) umzusetzen. Zentraler Baustein des Partnering-Modells ist die Einbindung des ausführenden Generalunternehmers in die frühe Planungsphase der LP 3 HOAI, um Planungs- und Kostensicherheit frühzeitig zu gewährleisten. Der Generalplaner wurde durch ein vorgeschaltetes Architekturwettbewerbsverfahren bereits ermittelt und beauftragt. Während der laufenden LP 3 HOAI soll der Auftragnehmer in den Planungsprozess eingebunden werden und die Planungen aus Bauausführungssicht optimieren.  Nach derzeitigem Stand ist eine zweistufige Vertragsstruktur vorgesehen: Mit Zuschlagserteilung wird der Generalunternehmer zunächst mit Mitwirkungs- und Beratungsleistungen während der laufenden Erarbeitung der LP 3 HOAI beauftragt (Preconstruction-Phase). In der Preconstruction-Phase wirkt der Generalunternehmer insbesondere an der Erarbeitung und Optimierung der Entwurfsplanung mit und berät zur Terminplanung, Baulogistik und Wirtschaftlichkeit. Mit Abschluss der Preconstruction-Phase übernimmt der Generalunternehmer die vollständige Planungsverantwortung. Die Vergütung für die LP 3 erfolgt voraussichtlich auf der Basis eines Stundenkontingents.  Die weiteren Planungs- und Bauleistungen zur schlüsselfertigen Errichtung des Gesundheitsamtes ruft die IPM optional nach Abschluss der Preconstruction-Phase ab. Die Beauftragung der weiteren Planungs- und Bauleistungen steht unter dem Vorbehalt eines Ausführungs- und Finanzierungsbeschlusses des Rates der Landeshauptstadt Düsseldorf. Ein Rechtsanspruch auf Beauftragung mit den Leistungen der zweiten Stufe besteht nicht.  Der Auftraggeber verfolgt das Ziel, die Erfahrungen und Kenntnisse des Auftragnehmers insbesondere in Bezug auf Planungsoptimierungen, Bauabläufe und -prozesse, Baustellenabwicklung und -logistik sowie Kosten- und Terminoptimierungen bereits in einer frühen Phase des Projektes wirksam einzusetzen. Erfahrungen und Kenntnisse aus den Bereichen der Planung und Ausführung sollen in einer solchen Art und Weise ausgetauscht werden, dass der Transfer zwischen Planung und Bauausführung reibungslos umgesetzt werden kann. Schnittstellen sollen frühzeitig identifiziert und festgelegt werden, um Konflikte zwischen Planung und Ausführung zu vermeiden und um den Fokus auf die Optimierung der Leistungserbringung richten zu können.   Der Auftragnehmer erbringt seine Leistungen dabei zusammen mit dem Generalplaner und den übrigen Fachplanern und Beratern unter gegenseitiger Berücksichtigung der Erfahrungen und Kenntnisse der weiteren Projektbeteiligten im Sinne des Grundsatzes ""best for project"". Eine effiziente und zielorientierte Zusammenarbeit aller Projektpartner zum bestmöglichen Erreichen der Projektziele setzt dabei voraus, dass die Partner zu einem hohen Maß an Kooperation und Kollaboration bereit sind.   In Kombination mit vorgenannter partnerschaftlicher Projektabwicklungsform beabsichtigt der Auftraggeber zudem, kollaborative Arbeitsmethoden (Lean Construction sowie Building Information Modelling (BIM)) einzusetzen.  Möglicher Ablauf des Partnering-Verfahrens siehe Anlage 1."
03ddf5d7-0650-411f-a1ac-d0fca9374811,01,LOT-0001,20260817 IPM - GA - GU: Gesundheitsamt Düsseldorf TNW,works,,Planungs- und Bauleistungen für das Gesundheitsamt mit Fahrradgarage in Düsseldorf (Hochbau),,,"Der Auftraggeber beabsichtigt, Planungs- und Bauleistungen für den Neubau des Gesundheitsamts mit Fahrradgarage zu vergeben.   Der Leistungsumfang umfasst insbesondere, jedoch nicht abschließend, Bau-, Liefer-, Montage-, Planungs- und Koordinationsleistungen für das gesamte Gebäude. Art, Umfang und Ausgestaltung der Leistungen werden im weiteren Vergabeverfahren näher konkretisiert."
