noticeIdentifier,noticeVersion,lotIdentifier,durationStartDate,durationPeriod,durationPeriodUnit,durationEndDate,durationOther,renewalMaximum
03ddf5d7-0650-411f-a1ac-d0fca9374811,01,LOT-0001,2026-11-23T00:00:00+01:00,,,2030-08-08T23:59:59+02:00,,
