noticeIdentifier,noticeVersion,lotIdentifier,strategicProcurement,greenProcurementCriteria,greenProcurement,socialProcurement,innovativeProcurement,accessibility,cleanVehiclesDirective,cvdContractType
03ddf5d7-0650-411f-a1ac-d0fca9374811,01,LOT-0001,none,,,,,,false,
