noticeIdentifier,noticeVersion,organisationName,organisationIdentifier,organisationCity,organisationPostCode,organisationCountrySubdivision,organisationCountryCode,organisationInternetAddress,organisationNaturalPerson,organisationRole,buyerProfileURL,buyerLegalType,buyerContractingEntity,winnerSize,winnerOwnerNationality,winnerListed
200ff04c-a468-4b9e-bd0f-b1b7643c3f77,1,Lutherstadt Wittenberg,,Lutherstadt Wittenberg,06886,,DEU,http://www.wittenberg.de,,buyer,,,,,,
