noticeIdentifier,noticeVersion,crossBorderLaw,procedureType,procedureFeatures,procedureAccelerated,lotsMaxAllowed,lotsAllRequired,lotsMaxAwarded
200ff04c-a468-4b9e-bd0f-b1b7643c3f77,1,,de-open,,false,,false,
