noticeIdentifier,noticeVersion,procedureIdentifier,procedureLegalBasis,formType,noticeType,publicationDate
200ff04c-a468-4b9e-bd0f-b1b7643c3f77,1,dd90c198-201f-42a1-a9e8-3d361405cee6,de-vob,competition,cn-standard,2026-09-16T08:06:04Z
