noticeIdentifier,noticeVersion,lotIdentifier,tenderValidityDeadline,tenderValidityDeadlineUnit,guaranteeRequired,publicOpeningDate
200ff04c-a468-4b9e-bd0f-b1b7643c3f77,1,LOT-0000,,,true,2026-10-01T10:01:00+02:00
