noticeIdentifier,noticeVersion,lotIdentifier,durationStartDate,durationPeriod,durationPeriodUnit,durationEndDate,durationOther,renewalMaximum
005970e4-fa83-4d72-b88d-6b8acfe47c4a,01,LOT-0000,2026-11-09T00:00:00+01:00,,,2027-06-17T23:59:59+02:00,,
