noticeIdentifier,noticeVersion,crossBorderLaw,procedureType,procedureFeatures,procedureAccelerated,lotsMaxAllowed,lotsAllRequired,lotsMaxAwarded
005970e4-fa83-4d72-b88d-6b8acfe47c4a,01,,open,,false,,,
