noticeIdentifier,noticeVersion,lotIdentifier,strategicProcurement,greenProcurementCriteria,greenProcurement,socialProcurement,innovativeProcurement,accessibility,cleanVehiclesDirective,cvdContractType
005970e4-fa83-4d72-b88d-6b8acfe47c4a,01,LOT-0000,none,,,,,,false,
