noticeIdentifier,noticeVersion,procedureIdentifier,procedureLegalBasis,formType,noticeType,publicationDate
005970e4-fa83-4d72-b88d-6b8acfe47c4a,01,b6ef3da2-c7e0-4d41-a41e-42c3eef90f2d,32014L0024,competition,cn-standard,2026-09-16T02:06:39Z
