noticeIdentifier,noticeVersion,lotIdentifier,tenderValidityDeadline,tenderValidityDeadlineUnit,guaranteeRequired,publicOpeningDate
005970e4-fa83-4d72-b88d-6b8acfe47c4a,01,LOT-0000,60.0,DAY,,2026-10-16T11:30:00+02:00
